cycle_id,mode,actuator,total_latency_ns,processing_time_ns,lock_wait_ns,deadline_met,lateness_ns
751,baseline,Motor,158400,300,2700,true,0
752,baseline,,7520492700,492700,100,false,292700
752,baseline,Motor,135800,400,2100,true,0
752,baseline,Gripper,136200,300,2600,true,0
752,baseline,Stabilizer,145100,100,1900,true,0
753,baseline,,7530405200,405200,200,false,205200
753,baseline,Motor,169200,600,4100,true,0
753,baseline,Gripper,172500,500,3600,true,0
753,baseline,Stabilizer,172600,500,3600,true,0
754,baseline,,7540602700,602700,0,false,402700
754,baseline,Stabilizer,181900,400,2300,true,0
754,baseline,Gripper,273500,200,2200,true,0
754,baseline,Motor,363300,200,2900,true,0
755,baseline,Gripper,90300,300,3100,true,0
755,baseline,Motor,104200,100,700,true,0
755,baseline,,7550324100,324100,0,false,124100
755,baseline,Stabilizer,111300,100,800,true,0
756,baseline,,7560411100,411100,100,false,211100
756,baseline,Stabilizer,486200,300,1800,true,0
756,baseline,Gripper,509000,300,1700,true,0
756,baseline,Motor,537200,0,1100,true,0
757,baseline,,7570639700,639700,100,false,439700
757,baseline,Gripper,114000,300,1400,true,0
757,baseline,Stabilizer,118100,300,2300,true,0
757,baseline,Motor,227700,300,2800,true,0
758,baseline,,7580478700,478700,100,false,278700
758,baseline,Gripper,223200,500,4200,true,0
758,baseline,Motor,236900,100,1100,true,0
758,baseline,Stabilizer,247700,100,1300,true,0
759,baseline,,7590324800,324800,100,false,124800
759,baseline,Gripper,228300,46400,2800,true,0
759,baseline,Motor,295700,111400,1700,true,0
759,baseline,Stabilizer,507600,271900,2100,true,0
760,baseline,,7600533800,533800,100,false,333800
760,baseline,Stabilizer,345500,300,7400,true,0
760,baseline,Motor,453700,400,10900,true,0
760,baseline,Gripper,487900,600,5200,true,0
761,baseline,,7610687300,687300,100,false,487300
761,baseline,Gripper,66900,300,2500,true,0
761,baseline,Motor,80300,200,900,true,0
761,baseline,Stabilizer,93400,0,1000,true,0
762,baseline,Gripper,72700,300,4700,true,0
762,baseline,Motor,73700,300,3500,true,0
762,baseline,Stabilizer,78400,200,2400,true,0
762,baseline,,7620855500,855500,200,false,655500
763,baseline,,7630630200,630200,100,false,430200
763,baseline,Stabilizer,312900,500,18700,true,0
763,baseline,Gripper,415500,300,5200,true,0
763,baseline,Motor,542100,400,2800,true,0
764,baseline,,7640705000,705000,0,false,505000
764,baseline,Stabilizer,220100,200,2900,true,0
764,baseline,Motor,338100,100,1700,true,0
764,baseline,Gripper,422200,700,6900,true,0
765,baseline,,7650440800,440800,100,false,240800
765,baseline,Stabilizer,174300,300,2500,true,0
765,baseline,Motor,205500,300,2900,true,0
765,baseline,Gripper,306700,100,2300,true,0
766,baseline,,7660697600,697600,100,false,497600
766,baseline,Gripper,114700,100,1300,true,0
766,baseline,Motor,122800,100,800,true,0
766,baseline,Stabilizer,264100,300,3000,true,0
767,baseline,Gripper,48700,200,4000,true,0
767,baseline,Motor,63300,500,4000,true,0
767,baseline,Stabilizer,68600,200,2600,true,0
767,baseline,,7670284700,284700,100,false,84700
768,baseline,,7680311900,311900,100,false,111900
768,baseline,Stabilizer,318500,500,4900,true,0
768,baseline,Gripper,319100,600,5500,true,0
768,baseline,Motor,425900,600,5100,true,0
769,baseline,,7690251500,251500,100,false,51500
769,baseline,Stabilizer,255300,500,3400,true,0
769,baseline,Gripper,341500,200,2200,true,0
769,baseline,Motor,430600,200,1500,true,0
770,baseline,,7700519300,519300,100,false,319300
770,baseline,Motor,265600,300,2300,true,0
770,baseline,Gripper,297500,200,11300,true,0
770,baseline,Stabilizer,357300,200,2800,true,0
771,baseline,,7710342400,342400,100,false,142400
771,baseline,Gripper,238600,200,2600,true,0
771,baseline,Motor,251400,0,700,true,0
771,baseline,Stabilizer,258900,100,700,true,0
772,baseline,,7720771100,771100,100,false,571100
772,baseline,Gripper,235800,200,2500,true,0
772,baseline,Motor,280500,200,13500,true,0
772,baseline,Stabilizer,355200,200,6000,true,0
773,baseline,,7730552400,552400,100,false,352400
773,baseline,Gripper,189200,500,3400,true,0
773,baseline,Motor,205600,800,5900,true,0
773,baseline,Stabilizer,215800,100,1600,true,0
774,baseline,,7740438200,438200,100,false,238200
774,baseline,Gripper,164300,300,2800,true,0
774,baseline,Motor,174600,100,700,true,0
774,baseline,Stabilizer,237800,300,29300,true,0
775,baseline,,7750367700,367700,300,false,167700
775,baseline,Stabilizer,148400,200,2400,true,0
775,baseline,Gripper,157800,300,2400,true,0
775,baseline,Motor,159800,100,800,true,0
776,baseline,,7760273600,273600,100,false,73600
776,baseline,Motor,89000,200,1100,true,0
776,baseline,Stabilizer,99100,100,1000,true,0
776,baseline,Gripper,107400,200,1000,true,0
777,baseline,,7770529500,529500,0,false,329500
777,baseline,Stabilizer,214000,200,2200,true,0
777,baseline,Motor,221900,300,2900,true,0
777,baseline,Gripper,296700,200,2400,true,0
778,baseline,,7780579000,579000,100,false,379000
778,baseline,Stabilizer,89600,13400,4300,true,0
778,baseline,Gripper,204500,200,2100,true,0
778,baseline,Motor,236300,200,2700,true,0
779,baseline,,7790381800,381800,100,false,181800
779,baseline,Stabilizer,199700,26100,2200,true,0
779,baseline,Gripper,259500,27600,2400,true,0
779,baseline,Motor,339000,38800,2000,true,0
780,baseline,,7800554100,554100,100,false,354100
780,baseline,Gripper,166000,300,3000,true,0
780,baseline,Stabilizer,178800,100,800,true,0
780,baseline,Motor,197300,300,19400,true,0
781,baseline,Motor,124100,1000,13700,true,0
781,baseline,Gripper,145500,200,2200,true,0
781,baseline,Stabilizer,158200,300,1800,true,0
781,baseline,,7810691900,691900,500,false,491900
782,baseline,,7820233700,233700,200,false,33700
782,baseline,Gripper,216200,500,2700,true,0
782,baseline,Motor,226900,100,700,true,0
782,baseline,Stabilizer,234500,100,1000,true,0
783,baseline,,7830344800,344800,100,false,144800
783,baseline,Gripper,298500,400,4800,true,0
783,baseline,Stabilizer,312200,500,4900,true,0
783,baseline,Motor,419300,1400,9000,true,0
784,baseline,,7840450600,450600,100,false,250600
784,baseline,Gripper,275500,200,1800,true,0
784,baseline,Motor,398200,200,1900,true,0
784,baseline,Stabilizer,411200,300,3200,true,0
785,baseline,,7850766100,766100,100,false,566100
785,baseline,Gripper,262000,300,2000,true,0
785,baseline,Motor,373300,200,1700,true,0
785,baseline,Stabilizer,381900,400,3300,true,0
786,baseline,,7860601200,601200,100,false,401200
786,baseline,Gripper,219800,500,3600,true,0
786,baseline,Stabilizer,253100,400,2100,true,0
786,baseline,Motor,319400,600,4500,true,0
787,baseline,,7870373400,373400,100,false,173400
787,baseline,Gripper,302700,200,2500,true,0
787,baseline,Stabilizer,387600,200,2600,true,0
787,baseline,Motor,391900,200,3300,true,0
788,baseline,,7880223500,223500,100,false,23500
788,baseline,Gripper,328600,600,5000,true,0
788,baseline,Motor,416300,600,5700,true,0
788,baseline,Stabilizer,460100,800,10300,true,0
789,baseline,,7890719200,719200,100,false,519200
789,baseline,Gripper,94600,300,4400,true,0
789,baseline,Motor,205600,300,3900,true,0
789,baseline,Stabilizer,239400,300,4000,true,0
790,baseline,,7900250200,250200,100,false,50200
790,baseline,Stabilizer,87700,400,1200,true,0
790,baseline,Gripper,91100,300,3600,true,0
790,baseline,Motor,97500,200,2900,true,0
791,baseline,,7910294500,294500,100,false,94500
791,baseline,Stabilizer,175500,200,2700,true,0
791,baseline,Gripper,186400,300,2900,true,0
791,baseline,Motor,325400,300,15900,true,0
792,baseline,,7920691200,691200,0,false,491200
792,baseline,Gripper,343200,300,2300,true,0
792,baseline,Motor,416500,300,2200,true,0
792,baseline,Stabilizer,429200,400,3700,true,0
793,baseline,,7930511400,511400,0,false,311400
793,baseline,Stabilizer,384400,500,4300,true,0
793,baseline,Motor,389500,500,5300,true,0
793,baseline,Gripper,389500,500,5300,true,0
794,baseline,,7940239600,239600,100,false,39600
794,baseline,Gripper,239500,200,1400,true,0
794,baseline,Motor,315800,100,1800,true,0
794,baseline,Stabilizer,384100,200,1800,true,0
795,baseline,Gripper,62200,300,3800,true,0
795,baseline,Motor,73900,0,1000,true,0
795,baseline,Stabilizer,82100,100,1000,true,0
795,baseline,,7950602900,602900,100,false,402900
796,baseline,,7960377500,377500,200,false,177500
796,baseline,Gripper,86300,500,5700,true,0
796,baseline,Motor,108600,400,2400,true,0
796,baseline,Stabilizer,109900,500,2000,true,0
797,baseline,,7970232000,232000,100,false,32000
797,baseline,Motor,90200,300,3500,true,0
797,baseline,Stabilizer,102500,100,1100,true,0
797,baseline,Gripper,161000,100,2900,true,0
798,baseline,,7980438300,438300,300,false,238300
798,baseline,Stabilizer,202000,500,2100,true,0
798,baseline,Gripper,226400,500,5200,true,0
798,baseline,Motor,228500,100,1700,true,0
799,baseline,,7990583400,583400,100,false,383400
799,baseline,Stabilizer,395800,91400,5300,true,0
799,baseline,Gripper,547000,261300,2600,true,0
799,baseline,Motor,703300,392600,2000,true,0
800,baseline,,8000308400,308400,0,false,108400
800,baseline,Stabilizer,215500,400,3400,true,0
800,baseline,Motor,248400,300,2600,true,0
800,baseline,Gripper,325200,300,3600,true,0
801,baseline,,8010302100,302100,100,false,102100
801,baseline,Stabilizer,83500,500,3800,true,0
801,baseline,Gripper,108500,300,16700,true,0
801,baseline,Motor,121200,200,2500,true,0
802,baseline,,8020580600,580600,100,false,380600
802,baseline,Motor,205800,300,3700,true,0
802,baseline,Gripper,299200,200,2500,true,0
802,baseline,Stabilizer,301800,300,3000,true,0
803,baseline,,8030251500,251500,200,false,51500
803,baseline,Stabilizer,239400,500,5000,true,0
803,baseline,Gripper,248900,200,3200,true,0
803,baseline,Motor,262300,300,3000,true,0
804,baseline,,8040398800,398800,200,false,198800
804,baseline,Stabilizer,240000,300,3100,true,0
804,baseline,Gripper,376500,200,2400,true,0
804,baseline,Motor,384000,200,2200,true,0
805,baseline,Motor,100200,500,4200,true,0
805,baseline,,8050691700,691700,200,false,491700
805,baseline,Gripper,114700,200,5200,true,0
805,baseline,Stabilizer,123900,100,1100,true,0
806,baseline,Gripper,118300,500,5400,true,0
806,baseline,Stabilizer,126300,400,3200,true,0
806,baseline,Motor,126100,500,4800,true,0
806,baseline,,8060673400,673400,500,false,473400
807,baseline,,8070276100,276100,100,false,76100
807,baseline,Stabilizer,125500,1100,7300,true,0
807,baseline,Gripper,207700,300,2400,true,0
807,baseline,Motor,251600,300,2600,true,0
808,baseline,,8080504900,504900,100,false,304900
808,baseline,Gripper,210700,600,3700,true,0
808,baseline,Motor,396300,500,4900,true,0
808,baseline,Stabilizer,396400,600,5000,true,0
809,baseline,,8090454600,454600,100,false,254600
809,baseline,Gripper,94900,300,1700,true,0
809,baseline,Stabilizer,204000,500,4200,true,0
809,baseline,Motor,204000,400,4200,true,0
810,baseline,,8100091100,91100,100,true,0
810,baseline,Gripper,184800,100,1200,true,0
810,baseline,Stabilizer,244200,1100,7900,true,0
810,baseline,Motor,340700,200,2200,true,0
811,baseline,,8110467500,467500,100,false,267500
811,baseline,Gripper,273600,300,2200,true,0
811,baseline,Stabilizer,327800,600,19300,true,0
811,baseline,Motor,397600,400,8800,true,0
812,baseline,,8120415700,415700,100,false,215700
812,baseline,Gripper,145500,300,1400,true,0
812,baseline,Stabilizer,269500,300,3300,true,0
812,baseline,Motor,313900,200,2400,true,0
813,baseline,,8130703700,703700,700,false,503700
813,baseline,Gripper,261600,300,3900,true,0
813,baseline,Stabilizer,261600,300,3900,true,0
813,baseline,Motor,261700,300,2700,true,0
814,baseline,,8140281300,281300,100,false,81300
814,baseline,Gripper,83600,300,1500,true,0
814,baseline,Motor,265400,300,2700,true,0
814,baseline,Stabilizer,265400,200,2400,true,0
815,baseline,,8150258300,258300,0,false,58300
815,baseline,Gripper,249100,300,2200,true,0
815,baseline,Motor,298500,200,2900,true,0
815,baseline,Stabilizer,310200,300,3300,true,0
816,baseline,,8160426800,426800,0,false,226800
816,baseline,Gripper,333800,300,4000,true,0
816,baseline,Stabilizer,383700,800,11800,true,0
816,baseline,Motor,403800,300,2900,true,0
817,baseline,,8170542100,542100,100,false,342100
817,baseline,Stabilizer,81300,200,1500,true,0
817,baseline,Gripper,221300,200,2200,true,0
817,baseline,Motor,268300,100,2500,true,0
818,baseline,,8180538000,538000,100,false,338000
818,baseline,Motor,259800,300,2700,true,0
818,baseline,Gripper,262500,300,3400,true,0
818,baseline,Stabilizer,263800,200,3100,true,0
819,baseline,,8190440300,440300,100,false,240300
819,baseline,Stabilizer,170900,44400,2600,true,0
819,baseline,Motor,211200,130600,1900,true,0
819,baseline,Gripper,252100,50600,2600,true,0
820,baseline,,8200426900,426900,100,false,226900
820,baseline,Gripper,396000,300,3300,true,0
820,baseline,Stabilizer,396200,300,3600,true,0
820,baseline,Motor,438100,400,3800,true,0
821,baseline,,8210809100,809100,100,false,609100
821,baseline,Stabilizer,323700,400,5800,true,0
821,baseline,Gripper,428200,1000,11100,true,0
821,baseline,Motor,490100,1400,7300,true,0
822,baseline,,8220724400,724400,100,false,524400
822,baseline,Gripper,246700,300,3200,true,0
822,baseline,Stabilizer,252200,500,3900,true,0
822,baseline,Motor,255000,200,2400,true,0
823,baseline,,8230373000,373000,100,false,173000
823,baseline,Gripper,196700,400,3700,true,0
823,baseline,Stabilizer,235900,700,6600,true,0
823,baseline,Motor,350200,400,4300,true,0
824,baseline,,8240720500,720500,0,false,520500
824,baseline,Stabilizer,252600,400,2400,true,0
824,baseline,Gripper,360100,300,3200,true,0
824,baseline,Motor,412800,300,3400,true,0
825,baseline,,8250537600,537600,100,false,337600
825,baseline,Gripper,252400,400,2300,true,0
825,baseline,Motor,276800,500,4300,true,0
825,baseline,Stabilizer,296800,400,2900,true,0
826,baseline,,8260668400,668400,0,false,468400
826,baseline,Gripper,384000,400,4500,true,0
826,baseline,Motor,417100,400,4000,true,0
826,baseline,Stabilizer,417900,500,4600,true,0
827,baseline,,8270465600,465600,0,false,265600
827,baseline,Gripper,300400,200,2200,true,0
827,baseline,Motor,428300,100,2000,true,0
827,baseline,Stabilizer,438800,200,2800,true,0
828,baseline,,8280477200,477200,200,false,277200
828,baseline,Stabilizer,311500,600,4300,true,0
828,baseline,Motor,440300,400,4200,true,0
828,baseline,Gripper,443100,500,5500,true,0
829,baseline,,8290302100,302100,0,false,102100
829,baseline,Gripper,177000,200,3100,true,0
829,baseline,Motor,217100,200,2000,true,0
829,baseline,Stabilizer,307900,300,2700,true,0
830,baseline,Gripper,64700,400,4200,true,0
830,baseline,Motor,80900,200,2200,true,0
830,baseline,,8300519500,519500,100,false,319500
830,baseline,Stabilizer,95800,400,3900,true,0
831,baseline,,8310710000,710000,100,false,510000
831,baseline,Stabilizer,273300,600,8300,true,0
831,baseline,Gripper,397800,500,5800,true,0
831,baseline,Motor,399900,300,4300,true,0
832,baseline,,8320392600,392600,100,false,192600
832,baseline,Motor,209800,200,2700,true,0
832,baseline,Stabilizer,220400,100,900,true,0
832,baseline,Gripper,239000,300,1600,true,0
833,baseline,,8330378500,378500,200,false,178500
833,baseline,Motor,308900,400,2900,true,0
833,baseline,Stabilizer,314900,500,5800,true,0
833,baseline,Gripper,435000,500,5300,true,0
834,baseline,,8340365300,365300,100,false,165300
834,baseline,Stabilizer,78000,300,2100,true,0
834,baseline,Gripper,84200,300,3100,true,0
834,baseline,Motor,90200,100,800,true,0
835,baseline,,8350595100,595100,0,false,395100
835,baseline,Motor,288100,13000,4800,true,0
835,baseline,Stabilizer,295400,400,3000,true,0
835,baseline,Gripper,328700,300,3200,true,0
836,baseline,,8360540800,540800,200,false,340800
836,baseline,Motor,147800,600,6800,true,0
836,baseline,Gripper,147900,300,6300,true,0
836,baseline,Stabilizer,168200,100,2100,true,0
837,baseline,,8370637000,637000,100,false,437000
837,baseline,Gripper,230100,200,1700,true,0
837,baseline,Stabilizer,346900,200,2600,true,0
837,baseline,Motor,410000,200,2400,true,0
838,baseline,Gripper,74500,300,3900,true,0
838,baseline,Motor,80700,100,2000,true,0
838,baseline,Stabilizer,85900,400,4000,true,0
838,baseline,,8380764700,764700,400,false,564700
839,baseline,,8390227200,227200,400,false,27200
839,baseline,Motor,204500,32700,4200,true,0
839,baseline,Stabilizer,314900,56400,2900,true,0
839,baseline,Gripper,474800,205600,2500,true,0
840,baseline,,8408826700,8826700,400,false,8626700
840,baseline,Gripper,978600,700,6200,true,0
840,baseline,Motor,988700,600,5400,true,0
840,baseline,Stabilizer,988700,500,5300,true,0
841,baseline,,8410583700,583700,200,false,383700
841,baseline,Gripper,223300,500,2200,true,0
841,baseline,Motor,244100,100,1500,true,0
841,baseline,Stabilizer,263500,200,1600,true,0
842,baseline,,8420689500,689500,100,false,489500
842,baseline,Motor,194300,600,7000,true,0
842,baseline,Stabilizer,195400,2600,4100,true,0
842,baseline,Gripper,286800,300,2900,true,0
843,baseline,,8430399000,399000,100,false,199000
843,baseline,Gripper,93300,400,4300,true,0
843,baseline,Motor,94400,300,3100,true,0
843,baseline,Stabilizer,113700,300,3300,true,0
844,baseline,,8440115900,115900,200,true,0
844,baseline,Motor,81400,300,2200,true,0
844,baseline,Gripper,113800,700,4000,true,0
844,baseline,Stabilizer,134500,100,1500,true,0
845,baseline,,8450314100,314100,100,false,114100
845,baseline,Gripper,71900,300,4300,true,0
845,baseline,Stabilizer,79100,300,2800,true,0
845,baseline,Motor,80700,300,2600,true,0
846,baseline,,8460546900,546900,500,false,346900
846,baseline,Gripper,144700,800,5200,true,0
846,baseline,Motor,179500,500,4400,true,0
846,baseline,Stabilizer,193100,500,4500,true,0
847,baseline,,8470266100,266100,200,false,66100
847,baseline,Gripper,86100,400,3700,true,0
847,baseline,Motor,91700,400,2600,true,0
847,baseline,Stabilizer,100500,400,3900,true,0
848,baseline,,8480437400,437400,100,false,237400
848,baseline,Gripper,100000,400,3800,true,0
848,baseline,Motor,112900,400,3400,true,0
848,baseline,Stabilizer,118800,300,2900,true,0
849,baseline,,8490503600,503600,100,false,303600
849,baseline,Gripper,116400,800,7000,true,0
849,baseline,Motor,116800,500,3700,true,0
849,baseline,Stabilizer,144500,100,1700,true,0
850,baseline,,8500108200,108200,100,true,0
850,baseline,Gripper,76700,400,3900,true,0
850,baseline,Motor,83500,400,2800,true,0
850,baseline,Stabilizer,88800,200,1700,true,0
851,baseline,,8510349000,349000,400,false,149000
851,baseline,Gripper,126300,500,7400,true,0
851,baseline,Stabilizer,134200,500,3200,true,0
851,baseline,Motor,138200,400,5800,true,0
852,baseline,Gripper,78300,500,4500,true,0
852,baseline,Motor,87100,400,2500,true,0
852,baseline,Stabilizer,98300,200,1200,true,0
852,baseline,,8520335700,335700,100,false,135700
853,baseline,,8530153300,153300,100,true,0
853,baseline,Gripper,93700,400,3500,true,0
853,baseline,Motor,96700,200,2000,true,0
853,baseline,Stabilizer,111500,300,3100,true,0
854,baseline,,8540323200,323200,100,false,123200
854,baseline,Gripper,101500,400,5600,true,0
854,baseline,Motor,115600,500,3000,true,0
854,baseline,Stabilizer,119300,300,2300,true,0
855,baseline,Gripper,88400,400,5400,true,0
855,baseline,,8550246200,246200,100,false,46200
855,baseline,Stabilizer,187800,100,1400,true,0
855,baseline,Motor,197100,400,2600,true,0
856,baseline,Gripper,119400,400,5000,true,0
856,baseline,Motor,132600,200,2900,true,0
856,baseline,,8560451200,451200,500,false,251200
856,baseline,Stabilizer,154800,300,2900,true,0
857,baseline,Gripper,105300,400,4900,true,0
857,baseline,Motor,111000,200,2200,true,0
857,baseline,Stabilizer,120200,200,2400,true,0
857,baseline,,8570836500,836500,300,false,636500
858,baseline,,8580395900,395900,100,false,195900
858,baseline,Gripper,98700,200,1800,true,0
858,baseline,Stabilizer,139400,400,16700,true,0
858,baseline,Motor,139400,200,13500,true,0
859,baseline,,8590448700,448700,100,false,248700
859,baseline,Gripper,222200,17900,2100,true,0
859,baseline,Motor,342400,90600,4800,true,0
859,baseline,Stabilizer,402300,166400,2400,true,0
860,baseline,,8600629400,629400,100,false,429400
860,baseline,Gripper,115400,400,4000,true,0
860,baseline,Motor,122400,400,3800,true,0
860,baseline,Stabilizer,138400,300,2800,true,0
861,baseline,,8610146700,146700,100,true,0
861,baseline,Gripper,99500,200,1700,true,0
861,baseline,Stabilizer,151600,900,7500,true,0
861,baseline,Motor,283200,300,3400,true,0
862,baseline,,8620361200,361200,0,false,161200
862,baseline,Gripper,79900,300,700,true,0
862,baseline,Stabilizer,254600,200,2900,true,0
862,baseline,Motor,255000,200,2500,true,0
863,baseline,,8630347800,347800,100,false,147800
863,baseline,Motor,146400,900,4800,true,0
863,baseline,Stabilizer,257300,400,3000,true,0
863,baseline,Gripper,258200,300,3100,true,0
864,baseline,,8640127800,127800,300,true,0
864,baseline,Gripper,222300,600,5700,true,0
864,baseline,Stabilizer,291600,1300,9400,true,0
864,baseline,Motor,331300,700,6300,true,0
865,baseline,,8650147000,147000,100,true,0
865,baseline,Gripper,55800,200,1600,true,0
865,baseline,Motor,240500,300,2600,true,0
865,baseline,Stabilizer,246600,300,3200,true,0
866,baseline,,8660588800,588800,100,false,388800
866,baseline,Gripper,148300,200,2000,true,0
866,baseline,Motor,152300,400,3500,true,0
866,baseline,Stabilizer,161500,0,900,true,0
867,baseline,,8670243900,243900,0,false,43900
867,baseline,Gripper,279500,200,2200,true,0
867,baseline,Motor,356500,300,3100,true,0
867,baseline,Stabilizer,401600,200,3100,true,0
868,baseline,,8680361200,361200,2100,false,161200
868,baseline,Gripper,177700,300,2900,true,0
868,baseline,Motor,188500,0,700,true,0
868,baseline,Stabilizer,200400,200,900,true,0
869,baseline,,8690494500,494500,100,false,294500
869,baseline,Gripper,179100,300,1700,true,0
869,baseline,Stabilizer,204700,100,14400,true,0
869,baseline,Motor,323900,400,3900,true,0
870,baseline,,8700511500,511500,0,false,311500
870,baseline,Gripper,260900,13300,2600,true,0
870,baseline,Stabilizer,307500,300,3300,true,0
870,baseline,Motor,317700,300,7000,true,0
871,baseline,,8710213800,213800,0,false,13800
871,baseline,Motor,191100,400,2600,true,0
871,baseline,Gripper,291200,200,5200,true,0
871,baseline,Stabilizer,323600,300,3300,true,0
872,baseline,,8720288700,288700,100,false,88700
872,baseline,Motor,223900,200,1300,true,0
872,baseline,Stabilizer,227300,200,2300,true,0
872,baseline,Gripper,276100,400,2500,true,0
873,baseline,,8730441600,441600,0,false,241600
873,baseline,Motor,230400,400,2200,true,0
873,baseline,Stabilizer,239700,100,700,true,0
873,baseline,Gripper,330200,400,3000,true,0
874,baseline,,8740076600,76600,100,true,0
874,baseline,Stabilizer,86500,300,2200,true,0
874,baseline,Gripper,89500,300,3400,true,0
874,baseline,Motor,99000,300,3600,true,0
875,baseline,,8750460900,460900,0,false,260900
875,baseline,Stabilizer,248700,400,3600,true,0
875,baseline,Gripper,291200,400,3100,true,0
875,baseline,Motor,412000,200,2800,true,0
876,baseline,,8760367300,367300,0,false,167300
876,baseline,Stabilizer,298900,100,2100,true,0
876,baseline,Motor,301200,400,2700,true,0
876,baseline,Gripper,363600,100,2100,true,0
877,baseline,,8770406500,406500,100,false,206500
877,baseline,Motor,139900,300,2700,true,0
877,baseline,Stabilizer,144100,300,3000,true,0
877,baseline,Gripper,332100,200,2200,true,0
878,baseline,Motor,37500,300,2100,true,0
878,baseline,Stabilizer,44600,100,600,true,0
878,baseline,,8780731700,731700,100,false,531700
878,baseline,Gripper,173600,300,2300,true,0
879,baseline,,8790424900,424900,400,false,224900
879,baseline,Gripper,243100,34300,2900,true,0
879,baseline,Motor,318500,20600,1600,true,0
879,baseline,Stabilizer,383800,8100,900,true,0
880,baseline,Gripper,55100,200,2100,true,0
880,baseline,Motor,74500,100,600,true,0
880,baseline,Stabilizer,80000,100,700,true,0
880,baseline,,8800209300,209300,100,false,9300
881,baseline,Motor,32200,200,2600,true,0
881,baseline,Gripper,55800,300,15700,true,0
881,baseline,Stabilizer,73600,100,1000,true,0
881,baseline,,8810480400,480400,100,false,280400
882,baseline,,8820431300,431300,100,false,231300
882,baseline,Gripper,207000,200,1100,true,0
882,baseline,Stabilizer,217800,100,2000,true,0
882,baseline,Motor,648100,200,2000,true,0
883,baseline,,8830329400,329400,0,false,129400
883,baseline,Gripper,126300,200,1300,true,0
883,baseline,Stabilizer,138700,0,800,true,0
883,baseline,Motor,247500,1900,4200,true,0
884,baseline,,8840413100,413100,100,false,213100
884,baseline,Stabilizer,229600,300,3500,true,0
884,baseline,Gripper,325800,400,5200,true,0
884,baseline,Motor,415700,600,8400,true,0
885,baseline,,8850493500,493500,0,false,293500
885,baseline,Stabilizer,120200,200,1800,true,0
885,baseline,Gripper,237300,100,1700,true,0
885,baseline,Motor,308300,300,2900,true,0
886,baseline,,8860510100,510100,100,false,310100
886,baseline,Motor,200200,300,2300,true,0
886,baseline,Stabilizer,222700,200,700,true,0
886,baseline,Gripper,362600,400,3600,true,0
887,baseline,,8870925800,925800,100,false,725800
887,baseline,Gripper,401700,500,3900,true,0
887,baseline,Motor,417800,100,1200,true,0
887,baseline,Stabilizer,429800,100,1500,true,0
888,baseline,,8880101100,101100,200,true,0
888,baseline,Gripper,145400,300,1600,true,0
888,baseline,Stabilizer,160400,400,2800,true,0
888,baseline,Motor,255200,200,3200,true,0
889,baseline,,8890269000,269000,100,false,69000
889,baseline,Gripper,240000,200,2000,true,0
889,baseline,Motor,379900,800,5400,true,0
889,baseline,Stabilizer,430900,300,7600,true,0
890,baseline,,8900552000,552000,0,false,352000
890,baseline,Gripper,247000,200,2200,true,0
890,baseline,Motor,316600,200,2100,true,0
890,baseline,Stabilizer,329300,200,3200,true,0
891,baseline,,8910727800,727800,0,false,527800
891,baseline,Gripper,397100,200,2000,true,0
891,baseline,Motor,446700,200,2300,true,0
891,baseline,Stabilizer,460300,300,3700,true,0
892,baseline,,8920455700,455700,0,false,255700
892,baseline,Gripper,109100,300,3100,true,0
892,baseline,Motor,115500,200,2600,true,0
892,baseline,Stabilizer,126800,100,900,true,0
893,baseline,,8930559000,559000,100,false,359000
893,baseline,Motor,204500,600,15700,true,0
893,baseline,Stabilizer,211500,500,37400,true,0
893,baseline,Gripper,243800,200,2500,true,0
894,baseline,,8940471100,471100,200,false,271100
894,baseline,Motor,103700,700,4700,true,0
894,baseline,Stabilizer,134000,100,1200,true,0
894,baseline,Gripper,273100,500,6000,true,0
895,baseline,,8950566900,566900,0,false,366900
895,baseline,Gripper,315200,300,2500,true,0
895,baseline,Motor,375100,300,3100,true,0
895,baseline,Stabilizer,463800,200,3000,true,0
896,baseline,,8960498900,498900,2000,false,298900
896,baseline,Stabilizer,112400,300,1200,true,0
896,baseline,Gripper,113100,400,3400,true,0
896,baseline,Motor,119100,200,2400,true,0
897,baseline,,8970327500,327500,100,false,127500
897,baseline,Motor,245000,300,2200,true,0
897,baseline,Gripper,248800,200,2700,true,0
897,baseline,Stabilizer,255200,100,600,true,0
898,baseline,,8980698500,698500,0,false,498500
898,baseline,Gripper,159700,400,2400,true,0
898,baseline,Stabilizer,162300,200,2100,true,0
898,baseline,Motor,291500,200,1900,true,0
899,baseline,,8990297300,297300,100,false,97300
899,baseline,Motor,330100,37500,2100,true,0
899,baseline,Stabilizer,356600,5200,800,true,0
899,baseline,Gripper,417200,49500,5800,true,0
900,baseline,,9000416300,416300,100,false,216300
900,baseline,Gripper,180700,200,16000,true,0
900,baseline,Motor,184000,100,1300,true,0
900,baseline,Stabilizer,194300,200,1000,true,0
901,baseline,,9010419400,419400,100,false,219400
901,baseline,Stabilizer,186500,500,6700,true,0
901,baseline,Motor,187200,500,5200,true,0
901,baseline,Gripper,281500,200,2500,true,0
902,baseline,,9020180300,180300,0,true,0
902,baseline,Stabilizer,46200,100,1000,true,0
902,baseline,Gripper,149300,300,3500,true,0
902,baseline,Motor,173400,100,5600,true,0
903,baseline,,9030600700,600700,0,false,400700
